avg_ipt,bytes_in,bytes_out,dest_ip,dest_port,entropy,proto,source_ip,source_port,time_end,time_start,total_entropy
0,0,786,443,6.43,6,786,56190,169554778293340,169554778293341,0.00
0,0,786,443,7.93,6,786,56190,169554778293340,169554778393420,0.00
0,0,786,443,4.72,6,786,33610,169554778293340,169554778493481,0.00
0,0,786,443,7.86,6,786,56190,169554778293340,169554778593588,0.00
0,0,786,35435,4.68,17,786,443,169554778293340,169554778698118,0.00
0,0,786,443,4.86,17,786,35435,169554778293340,169554778798212,0.00
0,0,786,35435,4.53,17,786,443,169554778293340,169554778898233,0.00
0,0,786,443,4.56,17,786,35435,169554778293340,169554778998253,0.00
0,0,786,443,6.29,6,786,56190,169554778293340,169554779209736,0.00
0,0,786,443,7.92,6,786,56190,169554778293340,169554779309810,0.00
0,0,786,443,7.93,6,786,45144,169554778293340,169554779409863,0.00
0,0,786,443,7.92,6,786,45144,169554778293340,169554779509936,0.00
0,0,786,443,7.93,6,786,45144,169554778293340,169554779610004,0.00
0,0,786,443,6.20,6,786,56190,169554778293340,169554779720136,0.00
0,0,786,443,7.93,6,786,56190,169554778293340,169554779820222,0.00
0,0,786,443,7.89,6,786,56190,169554778293340,169554779920281,0.00
0,0,786,443,4.79,17,786,35435,169554778293340,169554780251740,0.00
0,0,786,45586,6.41,6,786,443,169554778293340,169554780451832,0.00
0,0,786,45586,5.55,6,786,443,169554778293340,169554780551865,0.00
0,0,786,443,6.39,6,786,56190,169554778293340,169554780762913,0.00
0,0,786,443,7.93,6,786,56190,169554778293340,169554780862937,0.00
0,0,786,443,7.87,6,786,56190,169554778293340,169554780963012,0.00
0,0,786,53,0.00,17,786,49803,169554778293340,169554781298532,0.00
0,0,786,45576,4.81,6,786,443,169554778293340,169554781398611,0.00
0,0,786,45576,4.05,6,786,443,169554778293340,169554781498630,0.00
0,0,786,443,5.92,6,786,39300,169554778293340,169554782008220,0.00
0,0,786,48037,5.48,17,786,443,169554778293340,169554782312914,0.00
0,0,786,48037,4.35,17,786,443,169554778293340,169554782413014,0.00
0,0,786,443,4.88,17,786,48037,169554778293340,169554782513059,0.00
0,0,786,48037,5.36,17,786,443,169554778293340,169554782613083,0.00
0,0,786,443,4.80,17,786,48037,169554778293340,169554782713103,0.00
0,0,786,443,6.31,6,786,56190,169554778293340,169554782921021,0.00
0,0,786,443,7.93,6,786,56190,169554778293340,169554783021139,0.00
0,0,786,443,7.89,6,786,56190,169554778293340,169554783121205,0.00
